,s
1034,ub1bL19421C1
1035,obo:VT_0010390
1036,obo:VT_0010430
1037,obo:VT_0008472
1038,ub1bL35443C1
1039,obo:SIBO_0000382
1040,ub1bL13370C1
1041,ub1bL51228C1
1042,obo:VT_0008589
1043,http://purl.obolibrary.org/obo/sibo#is_relevant_for
1044,obo:NCBITaxon_2759
1045,obo:VT_0008550
1046,obo:VT_1000226
1047,obo:VT_0003732
1048,obo:VT_0005081
1049,obo:VT_0015048
1050,ub1bL54156C1
1051,ub1bL73544C130
1052,obo:VT_0004062
1053,ub1bL31570C1
1054,ub1bL69410C1
1055,skos:prefLabel
1056,ub1bL35233C1
1057,obo:VT_0010306
1058,obo:VT_0010464
1059,ub1bL49919C1
1060,obo:VT_0002177
1061,obo:VT_0003159
1062,ub1bL38598C1
1063,obo:VT_0004976
1064,obo:SIBO_0000398
1065,ub1bL66606C1
1066,ub1bL63576C1
1067,obo:VT_0000255
1068,obo:VT_0010015
1069,obo:VT_0010409
1070,ub1bL46529C1
1071,obo:VT_0003686
1072,ub1bL46780C1
1073,obo:VT_0004423
1074,obo:VT_0002754
1075,skos:hasTopConcept
1076,untitled-ontology-65:OWLClass_c451e648_50a2_4497_84ef_c63050acc938
1077,obo:CDAO_0000149
1078,ub1bL35920C1
1079,http://www.opengis.net/gml/_Geometry
1080,obo:VT_0003673
1081,obo:VT_0002753
1082,obo:VT_0010479
1083,ub1bL24674C1
1084,obo:SIBO_0000521
1085,obo:VT_0010208
1086,ub1bL73721C138
1087,obo:VT_0003745
1088,Countries:Mali
1089,obo:VT_0010456
1090,http://www.opengis.net/ont/gml#MultiGeometry
1091,untitled-ontology-65:OWLClass_1d1eb74e_3d2b_49d5_9251_90d40b4c1d7d
1092,ub1bL13336C1
1093,obo:VT_0010041
1094,obo:CDAO_0000007
1095,f48546849c0734cc2bfcb392b68f347bdb253
1096,prov:Derivation
1097,obo:SIBO_0000397
1098,obo:VT_0001573
1099,obo:VT_0010076
1100,ub1bL34136C1
1101,ub1bL16301C1
1102,Countries:Botswana
1103,po:derives_by_manipulation_from
1104,obo:VT_0000829
1105,ub1bL9767C1
1106,ub1bL22846C1
1107,ub1bL8721C1
1108,obo:VT_0002742
1109,obo:VT_0006228
1110,ub1bL38314C1
1111,obo:VT_0010294
1112,ub1bL60651C1
1113,obo:RO_0002220
1114,ub1bL40507C1
1115,ub1bL52990C1
1116,ub1bL61799C1
1117,obo:VT_0008200
1118,ub1bL45384C1
1119,obo:VT_0000989
1120,obo:VT_0002992
1121,obo:VT_0003366
1122,ub1bL56378C1
1123,ub1bL73461C153
1124,ub1bL16232C1
1125,obo:IAO_0000233
1126,obo:VT_0000777
1127,ub1bL62841C1
1128,obo:VT_0010484
1129,ub1bL10560C1
1130,obo:VT_0004239
1131,obo:VT_0005674
1132,time:hasTemporalDuration
1133,obo:VT_0010222
1134,ub1bL6632C34
1135,obo:VT_0008399
1136,ub1bL67359C1
1137,f48546849c0734cc2bfcb392b68f347bdb163
1138,obo:VT_1000687
1139,obo:VT_0002825
1140,obo:VT_0000070
1141,obo:VT_0003989
1142,ub1bL53077C1
1143,obo:SIBO_0000477
1144,obo:VT_0010318
1145,ub1bL18521C1
1146,ub1bL18923C1
1147,ub1bL62282C1
1148,ub1bL73145C131
1149,ub1bL30978C1
1150,obo:VT_0002823
1151,obo:VT_0004246
1152,ub1bL72903C132
1153,obo:VT_0004469
1154,obo:VT_0010534
1155,ub1bL65384C1
1156,obo:VT_0005257
1157,ub1bL22134C1
1158,ub1bL37234C1
1159,ub1bL41894C1
1160,ub1bL43754C1
1161,http://www.opengis.net/ont/geosparql#sfContains
1162,obo:VT_0010226
1163,ub1bL19920C1
1164,obo:VT_0002707
1165,obo:VT_0003986
1166,ub1bL30994C1
1167,obo:VT_0008195
1168,obo:SIBO_0000232
1169,ub1bL65432C1
1170,:OWLClass_e5be5c75_b30e_48bc_86db_cf4d407a4285
1171,http://www.opengis.net/ont/geosparql#sfIntersects
1172,ub1bL34806C1
1173,ub1bL28257C1
1174,obo:VT_0006277
1175,ub1bL24090C1
1176,ub1bL37818C1
1177,ub1bL57793C1
1178,obo:VT_0010286
1179,obo:VT_0000048
1180,ub1bL47205C1
1181,obo:VT_0010069
1182,obo:VT_0005329
1183,obo:VT_0005461
1184,ub1bL57441C1
1185,ub1bL11144C1
1186,ub1bL49290C1
1187,ub1bL43490C1
1188,ub1bL12764C1
1189,ub1bL9975C1
1190,ub1bL50530C1
1191,obo:VT_0006100
1192,obo:VT_0000808
1193,time:seconds
1194,obo:VT_0003357
1195,obo:VT_0010224
1196,http://www.opengis.net/ont/geosparql#rcc8ntpp
1197,obo:VT_0010095
1198,ub1bL73400C175
1199,ub1bL8278C1
1200,obo:VT_0010509
1201,Countries:BurkinaFaso
1202,ub1bL15795C1
1203,ub1bL13658C1
1204,ub1bL39981C1
1205,ub1bL34904C1
1206,ub1bL46031C1
1207,ub1bL64552C1
1208,untitled-ontology-65:OWLClass_d801f75d_6d29_4094_8a00_277c54e01866
1209,ub1bL30547C1
1210,prov:generated
1211,http://www.opengis.net/ont/gml#Tin
1212,obo:VT_0004361
1213,obo:VT_0003398
1214,obo:VT_0003743
1215,ub1bL43273C1
1216,obo:VT_0010241
1217,obo:VT_0000363
1218,ub1bL19102C1
1219,ub1bL39621C1
1220,ub1bL56107C1
1221,obo:SIBO_0000232
1222,ub1bL18371C1
1223,ub1bL8006C1
1224,obo:VT_0002344
1225,ub1bL18322C1
1226,ub1bL18537C1
1227,Countries:Lebanon
1228,ub1bL21931C1
1229,obo:VT_0003248
1230,ub1bL74382C178
1231,http://www.opengis.net/ont/gml#AbstractCurveSegment
1232,obo:VT_0003568
1233,ub1bL20012C1
1234,f48546849c0734cc2bfcb392b68f347bdb123
1235,obo:VT_0002651
1236,ub1bL36055C1
1237,obo:VT_1000738
1238,ub1bL9699C1
1239,obo:VT_0002694
1240,obo:VT_0002353
1241,ub1bL38094C1
1242,obo:VT_0005121
1243,ub1bL46848C1
1244,Countries:Malaysia
1245,obo:VT_0010347
1246,ub1bL25123C1
1247,ub1bL32114C1
1248,obo:VT_0010045
1249,obo:CDAO_0000171
1250,ub1bL72861C148
1251,f48546849c0734cc2bfcb392b68f347bdb293
1252,obo:VT_0000886
1253,obo:VT_0002144
1254,ub1bL31570C1
1255,obo:VT_0003529
1256,ub1bL32078C1
1257,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#Frost
1258,ub1bL60230C1
1259,ub1bL14284C1
1260,ub1bL47745C1
1261,ub1bL52420C1
1262,ub1bL33534C1
1263,obo:VT_0003412
1264,ub1bL54156C1
1265,obo:VT_0002705
1266,time:weeks
1267,ub1bL21630C1
1268,ub1bL16969C1
1269,obo:VT_0000631
1270,ub1bL23452C1
1271,ub1bL13709C1
1272,ub1bL8319C1
1273,ub1bL25827C1
1274,ub1bL19525C1
1275,obo:VT_0001277
1276,ub1bL37964C1
1277,obo:VT_0004433
1278,ub1bL9343C1
1279,obo:VT_0004400
1280,ub1bL22059C1
1281,skos:relatedMatch
1282,obo:VT_0001253
1283,obo:VT_0000606
1284,skos:related
1285,ub1bL23412C1
1286,ub1bL23433C1
1287,obo:VT_0010486
1288,ub1bL37896C1
1289,ub1bL4317C1
1290,ub1bL62026C1
1291,ub1bL13426C1
1292,ub1bL11026C1
1293,ub1bL68149C1
1294,ub1bL33000C1
1295,obo:VT_0000828
1296,ub1bL14375C1
1297,obo:VT_0000228
1298,ub1bL35265C1
1299,obo:VT_0002443
1300,obo:VT_0002855
1301,ub1bL59533C1
1302,obo:VT_0001020
1303,ub1bL58532C1
1304,obo:VT_0005070
1305,obo:VT_0010111
1306,ub1bL73963C156
1307,obo:VT_0001776
1308,ub1bL73148C175
1309,ub1bL73313C129
1310,obo:VT_0000798
1311,prov:influenced
1312,ub1bL46477C1
1313,obo:IAO_0000603
1314,obo:VT_0002262
1315,obo:VT_0002092
1316,ub1bL53898C1
1317,obo:VT_0001900
1318,ub1bL46126C1
1319,ub1bL42063C1
1320,ub1bL6191C1
1321,obo:VT_0000653
1322,obo:VT_0005646
1323,ub1bL73404C217
1324,obo:VT_1000526
1325,obo:VT_0001006
1326,ub1bL57022C1
1327,obo:SIBO_0000154
1328,obo:VT_0008134
1329,obo:VT_0010478
1330,obo:VT_0004284
1331,ub1bL37782C1
1332,obo:VT_0005074
1333,obo:VT_0009635
1334,obo:VT_0007009
1335,ub1bL63903C1
1336,untitled-ontology-65:OWLClass_19168487_3833_43f4_ab9c_ec256fe61910
1337,obo:VT_0000173
1338,obo:VT_0000490
1339,ub1bL73566C153
1340,ub1bL74567C160
1341,ub1bL21483C1
1342,http://www.opengis.net/ont/geosparql#hasSerialization
1343,obo:VT_0003842
1344,http://www.opengis.net/ont/geosparql#rcc8tppi
1345,ub1bL8605C1
1346,ub1bL13941C1
1347,obo:VT_0010340
1348,obo:VT_0008088
1349,obo:VT_0004428
1350,obo:VT_0001178
1351,ub1bL46711C1
1352,ub1bL64140C1
1353,obo:CDAO_0000204
1354,obo:VT_1000643
1355,ub1bL36713C1
1356,obo:IAO_0000117
1357,ub1bL74745C157
1358,obo:VT_0001452
1359,obo:VT_0003833
1360,ub1bL8643C1
1361,ub1bL72072C49
1362,obo:VT_0005355
1363,ub1bL26902C1
1364,untitled-ontology-65:OWLObjectProperty_b8fa0aab_d4d6_4764_b7b2_7b0c9f596a39
1365,ub1bL13674C1
1366,ub1bL21400C1
1367,obo:VT_0001830
1368,ub1bL14852C1
1369,obo:VT_0010400
1370,ub1bL12294C1
1371,http://www.opengis.net/ont/geosparql#ehMeet
1372,ub1bL8502C1
1373,obo:VT_0001553
1374,ub1bL29359C1
1375,obo:VT_0006025
1376,obo:VT_0010384
1377,prov:Entity
1378,obo:VT_0008176
1379,obo:VT_0010179
1380,ub1bL3890C1
1381,ub1bL32717C1
1382,ub1bL11437C1
1383,obo:VT_0010397
1384,obo:VT_0002234
1385,time:DayOfWeek
1386,skos:relatedMatch
1387,obo:VT_0005061
1388,untitled-ontology-65:OWLClass_616b701a_1767_4d7a_b54d_3af81c4879ec
1389,ub1bL42247C1
1390,obo:VT_0000217
1391,ub1bL43706C1
1392,ub1bL52471C1
1393,ub1bL63484C1
1394,ub1bL16351C1
1395,obo:VT_0002116
1396,obo:VT_0008036
1397,obo:VT_0010236
1398,ub1bL9433C1
1399,obo:VT_0002292
1400,ub1bL53740C1
1401,obo:VT_0003672
1402,obo:VT_0003253
1403,f48546849c0734cc2bfcb392b68f347bdb478
1404,obo:VT_0001828
1405,ub1bL24374C1
1406,time:days
1407,obo:VT_0010392
1408,ub1bL54175C1
1409,obo:VT_0000065
1410,ub1bL48091C1
1411,obo:VT_1000429
1412,http://www.georss.org/georss/line
1413,obo:VT_0004333
1414,obo:VT_0010307
1415,ub1bL39153C1
1416,ub1bL32509C1
1417,obo:VT_0001036
1418,obo:VT_0001301
1419,ub1bL24035C1
1420,obo:VT_0003470
1421,ub1bL15902C1
1422,obo:VT_0001465
1423,ub1bL41948C1
1424,obo:VT_0008172
1425,ub1bL67902C1
1426,ub1bL45241C1
1427,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#hasTime
1428,ub1bL20238C1
1429,ub1bL27392C1
1430,obo:VT_0000454
1431,ub1bL27648C1
1432,obo:VT_0006414
1433,ub1bL51655C1
1434,ub1bL73755C145
1435,ub1bL19767C1
1436,obo:VT_0010065
1437,obo:VT_0001464
1438,ub1bL66154C1
1439,obo:VT_0001239
1440,f48546849c0734cc2bfcb392b68f347bdb176
1441,untitled-ontology-65:OWLClass_d3df4a83_900b_4074_b562_3297c854c2b6
1442,obo:VT_0000870
1443,ub1bL65451C1
1444,ub1bL72289C27
1445,Countries:PuertoRico
1446,obo:VT_0009544
1447,obo:VT_2000009
1448,ub1bL26884C1
1449,obo:CDAO_0000182
1450,ub1bL16868C1
1451,obo:VT_0010248
1452,obo:VT_0015108
1453,ub1bL13796C1
1454,obo:VT_0006387
1455,obo:VT_0008176
1456,obo:VT_0001542
1457,ub1bL31965C1
1458,obo:VT_0008556
1459,obo:VT_0010528
1460,obo:VT_0005032
1461,obo:VT_0008710
1462,ub1bL64814C1
1463,ub1bL29121C1
1464,obo:VT_0002913
1465,obo:VT_0004391
1466,obo:VT_0004370
1467,obo:VT_0005092
1468,obo:VT_0003114
1469,obo:VT_0004335
1470,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#hasAirPollution
1471,ub1bL40858C1
1472,obo:VT_0000344
1473,ub1bL18388C1
1474,ub1bL67737C1
1475,obo:MIAPA_0000003
1476,ub1bL74897C145
1477,ub1bL75065C111
1478,ub1bL44065C1
1479,obo:VT_0010018
1480,obo:VT_0007022
1481,ub1bL46273C1
1482,obo:VT_0010081
1483,ub1bL23740C1
1484,obo:VT_0015004
1485,ub1bL26475C1
1486,obo:VT_0000011
1487,obo:VT_0004162
1488,obo:VT_0008745
1489,obo:VT_0000803
1490,obo:VT_0005609
1491,obo:VT_0004211
1492,obo:VT_1000775
1493,obo:VT_0008588
1494,ub1bL51944C1
1495,obo:VT_0010316
1496,obo:VT_1000165
1497,ub1bL5522C105
1498,ub1bL25445C1
1499,ub1bL73024C114
1500,ub1bL45667C1
1501,ub1bL18354C1
1502,obo:VT_0001905
1503,obo:VT_0002257
1504,obo:VT_0003564
1505,ub1bL33740C1
1506,obo:VT_0010270
1507,obo:VT_0001176
1508,http://data.ordnancesurvey.co.uk/ontology/spatialrelations/disjoint
1509,obo:IAO_0000589
1510,untitled-ontology-65:OWLObjectProperty_87da9d16_b6b8_4e77_8cad_90099817c145
1511,dc:type
1512,ub1bL12569C1
1513,obo:VT_0003699
1514,obo:VT_0003734
1515,obo:VT_4000013
1516,ub1bL12047C1
1517,ub1bL12117C1
1518,ub1bL43970C1
1519,obo:VT_0010441
1520,ub1bL3928C1
1521,obo:VT_0003243
1522,obo:VT_0004415
1523,ub1bL11863C1
1524,obo:VT_0010344
1525,ub1bL13336C1
1526,ub1bL31570C1
1527,obo:VT_0003723
1528,ub1bL56288C1
1529,obo:VT_0004211
1530,obo:VT_0001176
1531,obo:VT_0000837
1532,ub1bL11010C1
1533,oboInOwl:hasOBONamespace
1534,ub1bL19459C1
1535,ub1bL73110C217
1536,time:before
1537,untitled-ontology-65:OWLObjectProperty_81719f98_c279_46fe_a892_dac5197991de
1538,ub1bL14302C1
1539,ub1bL47061C1
1540,ub1bL60365C1
1541,untitled-ontology-65:OWLClass_cde5dbc1_4d5e_4f43_a5c5_0f533198c05e
1542,obo:VT_0003385
1543,obo:VT_0015047
1544,obo:VT_0005657
1545,ub1bL8821C1
1546,ub1bL56701C1
1547,obo:VT_0001222
1548,obo:VT_0001314
1549,obo:VT_0000488
1550,obo:VT_0001691
1551,obo:VT_0002630
1552,ub1bL57153C1
1553,ub1bL67902C1
1554,http://www.opengis.net/ont/geosparql#ehContains
1555,obo:VT_0001690
1556,obo:VT_0010196
1557,obo:VT_0010380
1558,obo:CDAO_0000157
1559,obo:VT_0000180
1560,obo:VT_0000580
1561,ub1bL29947C1
1562,obo:VT_0010461
1563,obo:VT_0000070
1564,ub1bL27593C1
1565,prov:AgentInfluence
1566,ub1bL30097C1
1567,obo:VT_0006000
1568,obo:VT_0010421
1569,ub1bL18594C1
1570,ub1bL64122C1
1571,http://www.opengis.net/ont/gml#MultiCurve
1572,obo:VT_0010014
1573,ub1bL52596C1
1574,obo:VT_0001771
1575,obo:VT_0002164
1576,ub1bL8585C1
1577,ub1bL28709C1
1578,ub1bL64013C1
1579,ub1bL18744C1
1580,obo:VT_0010424
1581,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#Temperature
1582,obo:VT_0001238
1583,time:intervalAfter
1584,obo:VT_0001022
1585,obo:VT_0004340
1586,obo:VT_0010327
1587,obo:VT_0005227
1588,obo:VT_0001225
1589,obo:VT_0000469
1590,ub1bL16003C1
1591,ub1bL41226C1
1592,obo:VT_0002368
1593,obo:VT_0010463
1594,obo:VT_0015010
1595,obo:VT_0004264
1596,ub1bL9072C1
1597,ub1bL23724C1
1598,obo:VT_0005675
1599,obo:VT_0005105
1600,ub1bL47305C1
1601,ub1bL32717C1
1602,ub1bL44751C1
1603,ub1bL13778C1
1604,obo:VT_0005278
1605,ub1bL55761C1
1606,ub1bL40908C1
1607,untitled-ontology-65:OWLClass_2c2856ea_92da_4538_acc4_b7fd94443d91
1608,obo:VT_0010432
1609,time:Year
1610,ub1bL12417C1
1611,obo:VT_0000617
1612,skos:related
1613,ub1bL34336C1
1614,obo:VT_0004300
1615,obo:VT_0003442
1616,prov:qualifiedUsage
1617,obo:VT_0010332
1618,ub1bL21685C1
1619,ub1bL21527C1
1620,ub1bL29850C1
1621,obo:VT_0005121
1622,obo:VT_0005226
1623,obo:VT_0007024
1624,obo:VT_0008080
1625,obo:VT_0003607
1626,prov:qualifiedStart
1627,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#LightCloud
1628,obo:VT_0008766
1629,ub1bL48491C1
1630,ub1bL67616C1
1631,ub1bL10161C1
1632,obo:VT_0001146
1633,obo:VT_0010398
1634,ub1bL54805C1
1635,obo:VT_0001907
1636,obo:VT_0000180
1637,ub1bL19976C1
1638,obo:VT_0002903
1639,obo:VT_0008194
1640,obo:VT_0002459
1641,obo:VT_1000047
1642,ub1bL26612C1
1643,ub1bL33106C1
1644,ub1bL53024C1
1645,prov:qualifiedQuotation
1646,ub1bL54213C1
1647,untitled-ontology-65:OWLClass_6fd04c60_41b5_46ba_a35f_eecdd9b2a6ea
1648,po:Rice
1649,ub1bL16852C1
1650,ub1bL47815C1
1651,obo:VT_0008398
1652,ub1bL27992C1
1653,ub1bL12678C1
1654,obo:VT_0006011
1655,obo:VT_1000480
1656,obo:VT_0004389
1657,ub1bL56678C1
1658,ub1bL19242C1
1659,obo:VT_0003134
1660,ub1bL7960C1
1661,ub1bL66097C1
1662,time:dayOfYear
1663,obo:VT_0003637
1664,obo:VT_0010321
1665,obo:VT_0000942
1666,ub1bL20012C1
1667,ub1bL65163C1
1668,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#ExtremeHeat
1669,prov:Entity
1670,skos:relatedMatch
1671,obo:VT_0015097
1672,obo:VT_1000666
1673,untitled-ontology-65:OWLObjectProperty_61d44960_b851_4f52_ad15_97c24cdf39e2
1674,ub1bL57098C1
1675,time:after
1676,ub1bL41075C1
1677,obo:VT_0004230
1678,obo:SIBO_0000469
1679,ub1bL48658C1
1680,ub1bL14520C1
1681,ub1bL24408C1
1682,http://www.opengis.net/ont/geosparql#rcc8ntppi
1683,ub1bL34655C1
1684,ub1bL13227C1
1685,obo:VT_0005045
1686,obo:VT_0003085
1687,ub1bL11920C1
1688,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#Hurricane
1689,ub1bL26982C1
1690,obo:VT_0003159
1691,obo:VT_0002295
1692,obo:VT_0004274
1693,obo:VT_0008698
1694,obo:VT_0000109
1695,ub1bL12024C1
1696,obo:VT_0008555
1697,obo:VT_0008092
1698,obo:VT_0008622
1699,obo:VT_0004347
1700,untitled-ontology-65:OWLClass_e72a1121_978c_4d0f_8315_b5ea0cb7a033
1701,ub1bL17674C1
1702,obo:VT_0007086
1703,ub1bL42128C1
1704,ub1bL62008C1
1705,obo:VT_0010514
1706,untitled-ontology-65:OWLClass_e3d66cf9_2240_4225_bb53_bf98b4103266
1707,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#hasValue
1708,ub1bL17091C1
1709,ub1bL40315C1
1710,ub1bL12983C1
1711,obo:VT_0000452
1712,prov:actedOnBehalfOf
1713,ub1bL72939C146
1714,obo:VT_0006031
1715,ub1bL73402C196
1716,ub1bL17407C1
1717,obo:VT_0002668
1718,obo:VT_0010125
1719,Countries:Zaire
1720,obo:VT_0004115
1721,ub1bL20981C1
1722,obo:VT_0001089
1723,obo:VT_1000111
1724,obo:VT_0010294
1725,ub1bL42092C1
1726,obo:VT_0002741
1727,obo:VT_0006008
1728,ub1bL68655C1
1729,ub1bL22698C1
1730,Countries:SerbiaAndMontenegro
1731,obo:VT_1000294
1732,Countries:Nepal
1733,obo:VT_0000762
1734,obo:VT_0010043
1735,untitled-ontology-65:OWLObjectProperty_2240747b_4518_4d27_9a04_2d61b74875a0
1736,obo:VT_0015046
1737,obo:VT_0001771
1738,obo:VT_1000522
1739,Countries:Argentina
1740,ub1bL37282C1
1741,ub1bL59752C1
1742,obo:VT_0000776
1743,obo:VT_0005431
1744,obo:VT_0003104
1745,Countries:Iraq
1746,obo:VT_0010205
1747,obo:VT_0000803
1748,obo:VT_0001456
1749,obo:VT_0002358
1750,obo:VT_0002717
1751,obo:VT_0003637
1752,obo:VT_0004771
1753,obo:VT_0000786
1754,ub1bL44816C1
1755,obo:VT_0005105
1756,obo:VT_0010058
1757,obo:VT_1000361
1758,ub1bL66588C1
1759,ub1bL27464C1
1760,obo:SIBO_0000439
1761,ub1bL65541C1
1762,ub1bL45152C1
1763,obo:VT_0004258
1764,ub1bL74101C142
1765,obo:VT_0008704
1766,ub1bL45152C1
1767,obo:VT_0002074
1768,Countries:Paraguay
1769,obo:VT_0002090
1770,obo:CDAO_0000143
1771,obo:VT_0002160
1772,ub1bL41981C1
1773,obo:VT_0010347
1774,obo:VT_0000262
1775,obo:VT_0003520
1776,obo:VT_1000480
1777,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#hasWind
1778,ub1bL29814C1
1779,ub1bL13188C1
1780,ub1bL69378C1
1781,obo:VT_0000840
1782,ub1bL22256C1
1783,obo:VT_0002403
1784,ub1bL64532C1
1785,ub1bL69734C1
1786,ub1bL14155C1
1787,ub1bL15850C1
1788,ub1bL17074C1
1789,obo:VT_0004223
1790,obo:VT_0008463
1791,ub1bL61562C1
1792,ub1bL61585C1
1793,ub1bL10711C1
1794,obo:VT_0005224
1795,obo:VT_0001570
1796,obo:VT_0002823
1797,obo:VT_0008559
1798,http://www.opengis.net/ont/sf#LinearRing
1799,Countries:Malaysia
1800,obo:VT_0004367
1801,obo:SIBO_0000152
1802,obo:VT_0005328
1803,obo:VT_0003118
1804,ub1bL74378C132
1805,ub1bL35359C1
1806,ub1bL46953C1
1807,obo:VT_0015052
1808,obo:VT_0003833
1809,ub1bL73152C217
1810,obo:VT_0002393
1811,obo:VT_0004153
1812,obo:VT_0000130
1813,ub1bL11829C1
1814,ub1bL63373C1
1815,obo:VT_0002182
1816,ub1bL23152C1
1817,ub1bL26208C1
1818,obo:VT_0003167
1819,ub1bL68859C1
1820,obo:VT_0005499
1821,ub1bL40349C1
1822,ub1bL43577C1
1823,ub1bL6710C34
1824,obo:VT_0010051
1825,obo:VT_0006250
1826,obo:VT_0008686
1827,ub1bL73524C153
1828,obo:VT_1000782
1829,ub1bL67398C1
1830,ub1bL74406C161
1831,obo:VT_0002827
1832,ub1bL20683C1
1833,obo:VT_0002907
1834,obo:VT_0004186
1835,obo:VT_0005194
1836,ub1bL60573C1
1837,obo:VT_1000479
1838,obo:VT_1000684
1839,obo:VT_0010187
1840,obo:VT_0010217
1841,ub1bL24268C1
1842,obo:VT_1000067
1843,http://www.opengis.net/ont/geosparql#hasSerialization
1844,ub1bL8144C1
1845,ub1bL57523C1
1846,obo:VT_0000254
1847,obo:VT_0004428
1848,ub1bL39398C1
1849,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#Forecast16HoursWeatherReport
1850,ub1bL41397C1
1851,obo:VT_0010348
1852,ub1bL17107C1
1853,obo:VT_0003160
1854,obo:VT_0000489
1855,obo:VT_0008345
1856,ub1bL31233C1
1857,ub1bL34671C1
1858,ub1bL7905C1
1859,obo:VT_0003853
1860,ub1bL50627C1
1861,Countries:SanMarino
1862,ub1bL73695C131
1863,obo:VT_0015064
1864,ub1bL73335C154
1865,obo:VT_0000386
1866,ub1bL73461C153
1867,ub1bL46013C1
1868,time:intervalStartedBy
1869,obo:VT_0000140
1870,ub1bL18629C1
1871,ub1bL12047C1
1872,obo:VT_0006008
1873,obo:VT_0002378
1874,obo:VT_1000465
1875,obo:VT_0002433
1876,obo:VT_1000764
1877,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#MoistHumidity
1878,obo:VT_0010192
1879,f48546849c0734cc2bfcb392b68f347bdb1
1880,time:TRS
1881,ub1bL35780C1
1882,ub1bL68228C1
1883,ub1bL9211C1
1884,ub1bL65964C1
1885,obo:VT_0010194
1886,ub1bL21466C1
1887,obo:VT_0004236
1888,ub1bL22059C1
1889,obo:VT_0010535
1890,Countries:nameLocalLong
1891,obo:VT_0004162
1892,ub1bL27035C1
1893,ub1bL69031C1
1894,ub1bL14501C1
1895,obo:VT_0010480
1896,ub1bL66548C1
1897,obo:VT_0010378
1898,obo:VT_0010321
1899,ub1bL61333C1
1900,prov:Plan
1901,obo:VT_0000559
1902,ub1bL26114C1
1903,ub1bL64664C1
1904,obo:NCBITaxon_58023
1905,obo:VT_0003984
1906,obo:VT_0001938
1907,obo:VT_0010325
1908,ub1bL53684C1
1909,obo:VT_0002735
1910,obo:VT_0004368
1911,ub1bL25744C1
1912,ub1bL47542C1
1913,f48546849c0734cc2bfcb392b68f347bdb23
1914,prov:alternateOf
1915,ub1bL73274C175
1916,obo:VT_0004147
1917,obo:VT_0002085
1918,obo:VT_0004480
1919,ub1bL12983C1
1920,obo:VT_0008747
1921,ub1bL63373C1
1922,obo:VT_1000518
1923,ub1bL4317C1
1924,obo:VT_1000742
1925,obo:VT_0010017
1926,ub1bL62950C1
1927,ub1bL57845C1
1928,ub1bL32095C1
1929,obo:VT_0000008
1930,ub1bL28908C1
1931,obo:VT_0004244
1932,obo:VT_0007081
1933,obo:VT_0003210
1934,ub1bL22134C1
1935,obo:VT_0000964
1936,obo:VT_0003156
1937,ub1bL14190C1
1938,obo:VT_0002836
1939,ub1bL28238C1
1940,ub1bL74679C118
1941,obo:VT_0002433
1942,obo:VT_0010443
1943,ub1bL27840C1
1944,obo:VT_0005158
1945,ub1bL17142C1
1946,obo:VT_0002429
1947,obo:VT_0008601
1948,ub1bL60599C1
1949,obo:VT_1000067
1950,obo:VT_0002463
1951,ub1bL47418C1
1952,obo:VT_0003815
1953,obo:VT_0002338
1954,ub1bL11936C1
1955,obo:VT_0001023
1956,ub1bL33639C1
1957,ub1bL60599C1
1958,ub1bL59268C1
1959,obo:VT_0001807
1960,obo:VT_0006011
1961,obo:VT_0000181
1962,untitled-ontology-65:OWLClass_0016f39a_d506_45f2_aa8e_536ea6e25dbe
1963,obo:VT_1000644
1964,ub1bL50552C1
1965,obo:VT_0000190
1966,ub1bL39006C1
1967,obo:VT_0002827
1968,obo:VT_0002717
1969,obo:SIBO_0000054
1970,prov:hadMember
1971,obo:VT_0000107
1972,ub1bL15511C1
1973,ub1bL22948C1
1974,obo:VT_0001670
1975,obo:VT_0002376
1976,obo:VT_0004079
1977,obo:SIBO_0000324
1978,ub1bL38412C1
1979,obo:VT_0004919
1980,ub1bL12093C1
1981,ub1bL56416C1
1982,obo:VT_1000782
1983,obo:VT_0001304
1984,ub1bL26650C1
1985,obo:VT_1000720
1986,obo:VT_0000759
1987,ub1bL15418C1
1988,ub1bL33881C1
1989,obo:VT_0001778
1990,ub1bL7616C1
1991,obo:VT_0000872
1992,f48546849c0734cc2bfcb392b68f347bdb19
1993,obo:VT_0015054
1994,prov:qualifiedPrimarySource
